movie_id,title,genre,experience_type,year,rating_percent,popularity_score,age_limit,tags,synopsis,director,cast,keywords,combined_features
72,Pudhupettai,Action|Crime|Drama,intense,2006,88,0.9,18,cult|classic|gangster,A young man escapes from his abusive home and rises to become a powerful gangster in North Chennai.,Selvaraghavan,"Dhanush, Sneha, Sonia Agarwal","gangster, north chennai, politics, rise and fall, gritty",action crime drama action crime drama action crime drama intense intense selvaraghavan selvaraghavan selvaraghavan selvaraghavan dhanush sneha soniaagarwal dhanush sneha soniaagarwal gangster north chennai politics rise fall gritty young man escapes abusive home rises become powerful gangster north chennai young man escapes abusive home rises become powerful gangster north chennai arvindkrishna arvindkrishna yuvanshankarraja yuvanshankarraja selvaraghavan selvaraghavan cult classic gangster 2000s good highlyrated blockbuster mainstream popular trending mature adultcontent rrated primevideo
73,Super Deluxe,Crime|Drama|Thriller,intense,2019,89,0.92,18,cult|modern|experimental,Four independent stories converge as their characters find themselves in extraordinary situations and moral dilemmas.,Thiagarajan Kumararaja,"Vijay Sethupathi, Fahadh Faasil, Samantha, Ramya Krishnan","transgender, infidelity, religion, science fiction, hyperlink cinema",crime drama thriller crime drama thriller crime drama thriller intense intense thiagarajankumararaja thiagarajankumararaja thiagarajankumararaja thiagarajankumararaja vijaysethupathi fahadhfaasil samantha ramyakrishnan vijaysethupathi fahadhfaasil samantha ramyakrishnan transgender infidelity religion science fiction hyperlink cinema four independent stories converge characters find extraordinary situations moral dilemmas four independent stories converge characters find extraordinary situations moral dilemmas psvinod niravshah psvinod niravshah yuvanshankarraja yuvanshankarraja thiagarajankumararaja thiagarajankumararaja cult modern experimental 2010s good highlyrated blockbuster mainstream popular trending mature adultcontent rrated netflix
74,Hey Ram,Crime|Drama|Historical,intense,2000,85,0.85,18,classic|historical|political,"A man's life is changed forever during the partition of India, leading him on a path of revenge and redemption.",Kamal Haasan,"Kamal Haasan, Shah Rukh Khan, Rani Mukerji","partition, gandhi, revenge, history, redemption",crime drama historical crime drama historical crime drama historical intense intense kamalhaasan kamalhaasan kamalhaasan kamalhaasan kamalhaasan shahrukhkhan ranimukerji kamalhaasan shahrukhkhan ranimukerji partition gandhi revenge history redemption mans life changed forever partition india leading path revenge redemption mans life changed forever partition india leading path revenge redemption tirru tirru ilaiyaraaja ilaiyaraaja kamalhaasan kamalhaasan classic historical political 2000s good highlyrated popular known mature adultcontent rrated primevideo
75,Dasavathaaram,Action|Sci-Fi|Thriller,intense,2008,72,0.9,13,ambitious|hit|spectacle,A scientist must prevent a deadly bio-weapon from falling into the wrong hands while being pursued across India and the US.,K. S. Ravikumar,"Kamal Haasan, Asin, Mallika Sherawat","bio-weapon, 10 roles, tsunami, science fiction, conspiracy",action scifi thriller action scifi thriller action scifi thriller intense intense ksravikumar ksravikumar ksravikumar ksravikumar kamalhaasan asin mallikasherawat kamalhaasan asin mallikasherawat bioweapon 10 roles tsunami science fiction conspiracy scientist must prevent deadly bioweapon falling into wrong hands pursued across india us scientist must prevent deadly bioweapon falling into wrong hands pursued across india us ravivarman ravivarman himeshreshammiya himeshreshammiya kamalhaasan kamalhaasan ambitious hit spectacle 2000s average decent blockbuster mainstream popular trending generalaudience sunnxt
76,Ghilli,Action|Sports|Romance,fun,2004,88,0.95,13,blockbuster|classic|sports,A state-level kabaddi player rescues a girl from a powerful politician's clutches and takes her to Chennai to protect her.,Dharani,"Vijay, Trisha, Prakash Raj","kabaddi, rescue, politician, rivalry, madness",action sports romance action sports romance action sports romance fun fun dharani dharani dharani dharani vijay trisha prakashraj vijay trisha prakashraj kabaddi rescue politician rivalry madness statelevel kabaddi player rescues girl powerful politicians clutches takes chennai protect statelevel kabaddi player rescues girl powerful politicians clutches takes chennai protect gopinath gopinath vidyasagar vidyasagar dharani dharani blockbuster classic sports 2000s good highlyrated blockbuster mainstream popular trending generalaudience disneyhotstar
77,Maanadu,Action|Sci-Fi|Thriller,intense,2021,86,0.93,13,time-loop|modern|hit,A man trapped in a time loop must stop a political assassination and prevent a communal riot.,Venkat Prabhu,"Silambarasan, S. J. Suryah, Kalyani Priyadarshan","time loop, political conspiracy, assassination, thriller, recurrence",action scifi thriller action scifi thriller action scifi thriller intense intense venkatprabhu venkatprabhu venkatprabhu venkatprabhu silambarasan sjsuryah kalyanipriyadarshan silambarasan sjsuryah kalyanipriyadarshan time loop political conspiracy assassination thriller recurrence man trapped time loop must stop political assassination prevent communal riot man trapped time loop must stop political assassination prevent communal riot richardmnathan richardmnathan yuvanshankarraja yuvanshankarraja venkatprabhu venkatprabhu timeloop modern hit 2020s good highlyrated blockbuster mainstream popular trending generalaudience sonyliv
78,Padayappa,Action|Drama,intense,1999,90,0.98,13,classic|blockbuster|mass,The son of an engineer must reclaim his family's honor and property after they are betrayed by his uncle.,K. S. Ravikumar,"Rajinikanth, Ramya Krishnan, Shivaji Ganesan","vengeance, family honor, betrayal, mass hero, iconic villain",action drama action drama action drama intense intense ksravikumar ksravikumar ksravikumar ksravikumar rajinikanth ramyakrishnan shivajiganesan rajinikanth ramyakrishnan shivajiganesan vengeance family honor betrayal mass hero iconic villain son engineer must reclaim familys honor property betrayed uncle son engineer must reclaim familys honor property betrayed uncle sarojadevi sarojadevi arrahman arrahman ksravikumar ksravikumar classic blockbuster mass 1990s excellent masterpiece highquality blockbuster mainstream popular trending generalaudience primevideo
79,Baashha,Action|Crime|Drama,intense,1995,92,0.99,13,classic|cult|mass,A humble auto-driver hides a violent past as a Bombay underworld don to protect his brothers and sisters.,Suresh Krissna,"Rajinikanth, Nagma, Raghuvaran","underworld, Mumbai, auto driver, secret identity, brotherhood",action crime drama action crime drama action crime drama intense intense sureshkrissna sureshkrissna sureshkrissna sureshkrissna rajinikanth nagma raghuvaran rajinikanth nagma raghuvaran underworld mumbai auto driver secret identity brotherhood humble autodriver hides violent past bombay underworld protect brothers sisters humble autodriver hides violent past bombay underworld protect brothers sisters psprakash psprakash deva deva sureshkrissna sureshkrissna classic cult mass 1990s excellent masterpiece highquality blockbuster mainstream popular trending generalaudience amazonvideo
80,Anniyan,Action|Crime|Thriller,intense,2005,88,0.94,18,vigilante|classic|psychological,An idealistic lawyer suffering from multiple personality disorder becomes a vigilante to punish corrupt individuals according to Garuda Purana.,S. Shankar,"Vikram, Sadha, Prakash Raj","multiple personality, vigilante, corruption, garuda purana, split personality",action crime thriller action crime thriller action crime thriller intense intense sshankar sshankar sshankar sshankar vikram sadha prakashraj vikram sadha prakashraj multiple personality vigilante corruption garuda purana split personality idealistic lawyer suffering multiple personality disorder becomes vigilante punish corrupt individuals according garuda purana idealistic lawyer suffering multiple personality disorder becomes vigilante punish corrupt individuals according garuda purana ravivarman vmanikandan ravivarman vmanikandan harrisjayaraj harrisjayaraj sshankar sshankar vigilante classic psychological 2000s good highlyrated blockbuster mainstream popular trending mature adultcontent rrated primevideo
81,96,Drama|Romance,emotional,2018,91,0.94,0,modern-classic|romance|hit,Two high school sweethearts meet again at a reunion after 22 years and reminisce about their past and unspoken feelings.,C. Premkumar,"Vijay Sethupathi, Trisha Krishnan","reunion, school sweethearts, nostalgia, romance, unspoken love",drama romance drama romance drama romance emotional emotional cpremkumar cpremkumar cpremkumar cpremkumar vijaysethupathi trishakrishnan vijaysethupathi trishakrishnan reunion school sweethearts nostalgia romance unspoken love two high school sweethearts meet reunion 22 years reminisce past unspoken feelings two high school sweethearts meet reunion 22 years reminisce past unspoken feelings nshanmugasundaram nshanmugasundaram govindvasantha govindvasantha cpremkumar cpremkumar modernclassic romance hit 2010s excellent masterpiece highquality blockbuster mainstream popular trending familyfriendly allages kidssafe sunnxt
82,Aranmanai 4,Comedy|Horror,fun,2024,65,0.85,13,modern|horror-comedy,"The fourth installment in the horror-comedy franchise, where a family faces a new supernatural threat in an ancestral palace.",Sundar C,"Sundar C, Tamannaah Bhatia, Raashii Khanna","ghost, mansion, palace, family tragedy, supernatural",comedy horror comedy horror comedy horror fun fun sundarc sundarc sundarc sundarc sundarc tamannaahbhatia raashiikhanna sundarc tamannaahbhatia raashiikhanna ghost mansion palace family tragedy supernatural fourth installment horrorcomedy franchise family faces new supernatural threat ancestral palace fourth installment horrorcomedy franchise family faces new supernatural threat ancestral palace ekrishnasamy ekrishnasamy hiphoptamizha hiphoptamizha sundarc sundarc modern horrorcomedy 2020s belowaverage popular known generalaudience disneyhotstar
83,Irugapatru,Drama|Romance,emotional,2023,84,0.82,13,modern|relationship|urban,A marriage counselor navigates the complexities of her own marriage while helping three other couples resolve their issues.,Yuvaraj Dhayalan,"Vikram Prabhu, Shraddha Srinath, Vidaarth","marriage counseling, relationships, urban life, complications, love",drama romance drama romance drama romance emotional emotional yuvarajdhayalan yuvarajdhayalan yuvarajdhayalan yuvarajdhayalan vikramprabhu shraddhasrinath vidaarth vikramprabhu shraddhasrinath vidaarth marriage counseling relationships urban life complications love marriage counselor navigates complexities marriage helping three couples resolve issues marriage counselor navigates complexities marriage helping three couples resolve issues gokulbenoy gokulbenoy justinprabhakaran justinprabhakaran yuvarajdhayalan yuvarajdhayalan modern relationship urban 2020s good highlyrated popular known generalaudience netflix
84,Minnal Murali,Action|Adventure|Sci-Fi,fun,2021,87,0.9,13,superhero|modern|hit,A local tailor gains superpowers after being struck by lightning and becomes a protector of his village from a dark force.,Basil Joseph,"Tovino Thomas, Guru Somasundaram, Aju Varghese","superhero, lightning, small town, protector, rivalry",action adventure scifi action adventure scifi action adventure scifi fun fun basiljoseph basiljoseph basiljoseph basiljoseph tovinothomas gurusomasundaram ajuvarghese tovinothomas gurusomasundaram ajuvarghese superhero lightning small town protector rivalry local tailor gains superpowers struck lightning becomes protector village dark force local tailor gains superpowers struck lightning becomes protector village dark force sameerthahir sameerthahir sushinshyam sushinshyam arunanirudhan justinmathew arunanirudhan justinmathew superhero modern hit 2020s good highlyrated blockbuster mainstream popular trending generalaudience netflix
85,Leo,Action|Crime|Thriller,intense,2023,82,0.98,18,blockbuster|modern|action,"A mild-mannered cafe owner becomes a local hero through an act of violence, but his past catches up with him as dangerous gangsters suspect him of being one of their own.",Lokesh Kanagaraj,"Vijay, Sanjay Dutt, Arjun Sarja","secret identity, cafe owner, lcu, gangster, family",action crime thriller action crime thriller action crime thriller intense intense lokeshkanagaraj lokeshkanagaraj lokeshkanagaraj lokeshkanagaraj vijay sanjaydutt arjunsarja vijay sanjaydutt arjunsarja secret identity cafe owner lcu gangster family mildmannered cafe owner becomes local hero act violence past catches dangerous gangsters suspect one mildmannered cafe owner becomes local hero act violence past catches dangerous gangsters suspect one manojparamahamsa manojparamahamsa anirudhravichander anirudhravichander lokeshkanagaraj lokeshkanagaraj blockbuster modern action 2020s good highlyrated blockbuster mainstream popular trending mature adultcontent rrated netflix
86,Master,Action|Crime|Thriller,intense,2021,81,0.95,13,blockbuster|mass|modern,"An alcoholic professor is sent to a juvenile correctional facility, where he clashing with a ruthless gangster who uses the children for criminal activities.",Lokesh Kanagaraj,"Vijay, Vijay Sethupathi, Malavika Mohanan","professor, juvenile home, addiction, reform, showdown",action crime thriller action crime thriller action crime thriller intense intense lokeshkanagaraj lokeshkanagaraj lokeshkanagaraj lokeshkanagaraj vijay vijaysethupathi malavikamohanan vijay vijaysethupathi malavikamohanan professor juvenile home addiction reform showdown alcoholic professor sent juvenile correctional facility clashing ruthless gangster uses children criminal activities alcoholic professor sent juvenile correctional facility clashing ruthless gangster uses children criminal activities sathyansooryan sathyansooryan anirudhravichander anirudhravichander lokeshkanagaraj lokeshkanagaraj blockbuster mass modern 2020s good highlyrated blockbuster mainstream popular trending generalaudience primevideo netflix
87,Vikram,Action|Crime|Thriller,intense,2022,89,0.97,18,blockbuster|lcu|modern,"A special agent investigates a series of murders and uncovers a massive drug cartel, leading to a confrontation with a powerful warlord.",Lokesh Kanagaraj,"Kamal Haasan, Vijay Sethupathi, Fahadh Faasil","special agent, cartel, drug war, lcu, mask",action crime thriller action crime thriller action crime thriller intense intense lokeshkanagaraj lokeshkanagaraj lokeshkanagaraj lokeshkanagaraj kamalhaasan vijaysethupathi fahadhfaasil kamalhaasan vijaysethupathi fahadhfaasil special agent cartel drug war lcu mask special agent investigates series murders uncovers massive drug cartel leading confrontation powerful warlord special agent investigates series murders uncovers massive drug cartel leading confrontation powerful warlord girishgangadharan girishgangadharan anirudhravichander anirudhravichander lokeshkanagaraj lokeshkanagaraj blockbuster lcu modern 2020s good highlyrated blockbuster mainstream popular trending mature adultcontent rrated disneyhotstar primevideo
88,Jailer,Action|Crime|Thriller,intense,2023,85,0.99,13,blockbuster|mass|modern,A retired jailer goes on a hunt for his missing son and uncovers a dangerous artifact smuggling ring.,Nelson Dilipkumar,"Rajinikanth, Vinayakan, Ramya Krishnan","jailer, smuggling, vengeance, family, mass",action crime thriller action crime thriller action crime thriller intense intense nelsondilipkumar nelsondilipkumar nelsondilipkumar nelsondilipkumar rajinikanth vinayakan ramyakrishnan rajinikanth vinayakan ramyakrishnan jailer smuggling vengeance family mass retired jailer goes hunt missing son uncovers dangerous artifact smuggling ring retired jailer goes hunt missing son uncovers dangerous artifact smuggling ring vijaykartikkannan vijaykartikkannan anirudhravichander anirudhravichander nelsondilipkumar nelsondilipkumar blockbuster mass modern 2020s good highlyrated blockbuster mainstream popular trending generalaudience primevideo
89,Ponniyin Selvan: I,Action|Drama|History,intense,2022,84,0.9,13,epic|historical|hit,The Chola empire is under threat from internal and external forces as a secret conspiracy brews to overthrow the king.,Mani Ratnam,"Vikram, Aishwarya Rai Bachchan, Jayam Ravi","chola, empire, conspiracy, throne, history",action drama history action drama history action drama history intense intense maniratnam maniratnam maniratnam maniratnam vikram aishwaryaraibachchan jayamravi vikram aishwaryaraibachchan jayamravi chola empire conspiracy throne history chola empire threat internal external forces secret conspiracy brews overthrow king chola empire threat internal external forces secret conspiracy brews overthrow king ravivarman ravivarman arrahman arrahman maniratnam maniratnam epic historical hit 2020s good highlyrated blockbuster mainstream popular trending generalaudience primevideo
90,Ponniyin Selvan: II,Action|Drama|History,intense,2023,86,0.92,13,epic|historical|hit,The continuation of the epic saga where the Chola princes must unite to defend their empire and reclaim their legacy.,Mani Ratnam,"Vikram, Aishwarya Rai Bachchan, Jayam Ravi","chola, empire, legacy, battle, coronation",action drama history action drama history action drama history intense intense maniratnam maniratnam maniratnam maniratnam vikram aishwaryaraibachchan jayamravi vikram aishwaryaraibachchan jayamravi chola empire legacy battle coronation continuation epic saga chola princes must unite defend empire reclaim legacy continuation epic saga chola princes must unite defend empire reclaim legacy ravivarman ravivarman arrahman arrahman maniratnam maniratnam epic historical hit 2020s good highlyrated blockbuster mainstream popular trending generalaudience primevideo
91,Mankatha,Action|Crime|Thriller,intense,2011,84,0.9,13,heist|cult|hit,A suspended police officer joins forces with a group of youngsters to steal a massive amount of betting money during the IPL.,Venkat Prabhu,"Ajith Kumar, Arjun Sarja, Trisha Krishnan","heist, gambling, cricket, ipl, betrayal",action crime thriller action crime thriller action crime thriller intense intense venkatprabhu venkatprabhu venkatprabhu venkatprabhu ajithkumar arjunsarja trishakrishnan ajithkumar arjunsarja trishakrishnan heist gambling cricket ipl betrayal suspended police officer joins forces group youngsters steal massive amount betting money ipl suspended police officer joins forces group youngsters steal massive amount betting money ipl sakthisaravanan sakthisaravanan yuvanshankarraja yuvanshankarraja venkatprabhu venkatprabhu heist cult hit 2010s good highlyrated blockbuster mainstream popular trending generalaudience sunnxt
92,Petta,Action|Drama,fun,2019,80,0.94,13,mass|blockbuster|style,A hostel warden with a mysterious past takes on a dangerous politician and his son to protect his friends.,Karthik Subbaraj,"Rajinikanth, Vijay Sethupathi, Nawazuddin Siddiqui","hostel, politician, revenge, style, mass",action drama action drama action drama fun fun karthiksubbaraj karthiksubbaraj karthiksubbaraj karthiksubbaraj rajinikanth vijaysethupathi nawazuddinsiddiqui rajinikanth vijaysethupathi nawazuddinsiddiqui hostel politician revenge style mass hostel warden mysterious past takes dangerous politician son protect friends hostel warden mysterious past takes dangerous politician son protect friends tirru tirru anirudhravichander anirudhravichander karthiksubbaraj karthiksubbaraj mass blockbuster style 2010s good highlyrated blockbuster mainstream popular trending generalaudience netflix
93,Viswasam,Action|Drama,emotional,2019,75,0.92,13,family|mass|hit,A village chieftain attempts to mend his relationship with his estranged wife and protect his daughter from a powerful businessman.,Siva,"Ajith Kumar, Nayanthara, Jagapathi Babu","family, loyalty, father-daughter, rural, action",action drama action drama action drama emotional emotional siva siva siva siva ajithkumar nayanthara jagapathibabu ajithkumar nayanthara jagapathibabu family loyalty fatherdaughter rural action village chieftain attempts mend relationship estranged wife protect daughter powerful businessman village chieftain attempts mend relationship estranged wife protect daughter powerful businessman vetri vetri dimman dimman siva siva family mass hit 2010s average decent blockbuster mainstream popular trending generalaudience primevideo
94,Kaththi,Action|Drama,intense,2014,88,0.96,13,social|blockbuster|hit,A petty thief escapes from prison and ends up leading a rebellion of farmers against a crooked corporate entity.,A. R. Murugadoss,"Vijay, Samantha Ruth Prabhu, Neil Nitin Mukesh","farmers, corporate greed, dual role, social message, rebellion",action drama action drama action drama intense intense armurugadoss armurugadoss armurugadoss armurugadoss vijay samantharuthprabhu neilnitinmukesh vijay samantharuthprabhu neilnitinmukesh farmers corporate greed dual role social message rebellion petty thief escapes prison ends leading rebellion farmers crooked corporate entity petty thief escapes prison ends leading rebellion farmers crooked corporate entity georgecwilliams georgecwilliams anirudhravichander anirudhravichander armurugadoss armurugadoss social blockbuster hit 2010s good highlyrated blockbuster mainstream popular trending generalaudience netflix
95,Asuran,Action|Drama,intense,2019,90,0.94,18,social|critically-acclaimed|hit,A farmer from an underprivileged background is forced to protect his family and land from the wrath of a powerful landlord.,Vetrimaaran,"Dhanush, Manju Warrier, Prakash Raj","caste, land struggle, revenge, family, survival",action drama action drama action drama intense intense vetrimaaran vetrimaaran vetrimaaran vetrimaaran dhanush manjuwarrier prakashraj dhanush manjuwarrier prakashraj caste land struggle revenge family survival farmer underprivileged background forced protect family land wrath powerful landlord farmer underprivileged background forced protect family land wrath powerful landlord velraj velraj gvprakashkumar gvprakashkumar vetrimaaran vetrimaaran social criticallyacclaimed hit 2010s excellent masterpiece highquality blockbuster mainstream popular trending mature adultcontent rrated primevideo
96,Vada Chennai,Action|Crime|Drama,intense,2018,89,0.93,18,cult|gangster|epic,A skilled carrom player becomes embroiled in a brutal gang war in North Chennai and eventually stands up for his community.,Vetrimaaran,"Dhanush, Andrea Jeremiah, Samuthirakani","gangster, north chennai, carrom, politics, rivalry",action crime drama action crime drama action crime drama intense intense vetrimaaran vetrimaaran vetrimaaran vetrimaaran dhanush andreajeremiah samuthirakani dhanush andreajeremiah samuthirakani gangster north chennai carrom politics rivalry skilled carrom player becomes embroiled brutal gang war north chennai eventually stands community skilled carrom player becomes embroiled brutal gang war north chennai eventually stands community velraj velraj santhoshnarayanan santhoshnarayanan vetrimaaran vetrimaaran cult gangster epic 2010s good highlyrated blockbuster mainstream popular trending mature adultcontent rrated primevideo
97,Vinnaithaandi Varuvaayaa,Drama|Romance,emotional,2010,86,0.9,13,classic|romance|musical,The story of a complicated romance between a Hindu aspiring filmmaker and a Syrian Christian girl from a conservative family.,Gautham Vasudev Menon,"Silambarasan, Trisha Krishnan","romance, filmmaker, cross-culture, heartbreak, soulmates",drama romance drama romance drama romance emotional emotional gauthamvasudevmenon gauthamvasudevmenon gauthamvasudevmenon gauthamvasudevmenon silambarasan trishakrishnan silambarasan trishakrishnan romance filmmaker crossculture heartbreak soulmates story complicated romance hindu aspiring filmmaker syrian christian girl conservative family story complicated romance hindu aspiring filmmaker syrian christian girl conservative family manojparamahamsa manojparamahamsa arrahman arrahman gauthamvasudevmenon gauthamvasudevmenon classic romance musical 2010s good highlyrated blockbuster mainstream popular trending generalaudience sunnxt
98,Indian,Action|Drama|Thriller,intense,1996,92,0.98,13,classic|vigilante|blockbuster,"A veteran freedom fighter becomes a vigilante to root out corruption from the system, even if it means confronting his own son.",S. Shankar,"Kamal Haasan, Manisha Koirala, Urmila Matondkar","vigilante, corruption, freedom fighter, social justice, father-son conflict",action drama thriller action drama thriller action drama thriller intense intense sshankar sshankar sshankar sshankar kamalhaasan manishakoirala urmilamatondkar kamalhaasan manishakoirala urmilamatondkar vigilante corruption freedom fighter social justice fatherson conflict veteran freedom fighter becomes vigilante root corruption system even means confronting son veteran freedom fighter becomes vigilante root corruption system even means confronting son jeeva jeeva arrahman arrahman sshankar sshankar classic vigilante blockbuster 1990s excellent masterpiece highquality blockbuster mainstream popular trending generalaudience netflix primevideo
99,Nayakan,Action|Crime|Drama,intense,1987,94,0.96,18,classic|epic|cult,"The transformation of an ordinary slum dweller into a feared underworld don in Mumbai, who acts as a savior for his people.",Mani Ratnam,"Kamal Haasan, Saranya, Janagaraj","gangster, mumbai, savior, underworld, iconic",action crime drama action crime drama action crime drama intense intense maniratnam maniratnam maniratnam maniratnam kamalhaasan saranya janagaraj kamalhaasan saranya janagaraj gangster mumbai savior underworld iconic transformation ordinary slum dweller into feared underworld mumbai acts savior people transformation ordinary slum dweller into feared underworld mumbai acts savior people pcsreeram pcsreeram ilaiyaraaja ilaiyaraaja maniratnam maniratnam classic epic cult 1980s excellent masterpiece highquality blockbuster mainstream popular trending mature adultcontent rrated primevideo
100,Thalapathi,Action|Crime|Drama,intense,1991,92,0.97,13,classic|epic|hit,A courageous man abandoned at birth forms a deep bond with a powerful gangster and becomes his commander in a fight against injustice.,Mani Ratnam,"Rajinikanth, Mammootty, Arvind Swamy","friendship, loyalty, gangster, orphan, mahabharata",action crime drama action crime drama action crime drama intense intense maniratnam maniratnam maniratnam maniratnam rajinikanth mammootty arvindswamy rajinikanth mammootty arvindswamy friendship loyalty gangster orphan mahabharata courageous man abandoned birth forms deep bond powerful gangster becomes commander fight injustice courageous man abandoned birth forms deep bond powerful gangster becomes commander fight injustice santoshsivan santoshsivan ilaiyaraaja ilaiyaraaja maniratnam maniratnam classic epic hit 1990s excellent masterpiece highquality blockbuster mainstream popular trending generalaudience amazonvideo
101,Enthiran,Action|Sci-Fi,intense,2010,84,0.98,13,blockbuster|sci-fi|spectacle,A brilliant scientist creates an advanced humanoid robot that eventually develops human emotions and falls in love with the scientist's girlfriend.,S. Shankar,"Rajinikanth, Aishwarya Rai Bachchan, Danny Denzongpa","robot, artificial intelligence, emotions, showdown, technology",action scifi action scifi action scifi intense intense sshankar sshankar sshankar sshankar rajinikanth aishwaryaraibachchan dannydenzongpa rajinikanth aishwaryaraibachchan dannydenzongpa robot artificial intelligence emotions showdown technology brilliant scientist creates advanced humanoid robot eventually develops human emotions falls love scientists girlfriend brilliant scientist creates advanced humanoid robot eventually develops human emotions falls love scientists girlfriend rathnavelu rathnavelu arrahman arrahman sshankar sshankar blockbuster scifi spectacle 2010s good highlyrated blockbuster mainstream popular trending generalaudience sunnxt
